회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","금융S/W, OKnet, DS-NET, Output 솔루션",10/6/1995,03월,이재원,http://www.dsic.co.kr,광주광역시
덕산하이메탈,077360,기타 금융업,솔더볼(Solderball),10/14/2005,12월,"이준호, 김길연(각자 대표이사)",http://www.hi-metal.co.kr,울산광역시
데이타솔루션,263800,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","EMC스토리지, SPSS, SI",8/3/2017,12월,배복태,http://www.datasolution.kr,서울특별시
데코앤이,017680,봉제의복 제조업,숙녀복,9/3/1993,12월,고성웅,http://www.deconetishion.com,서울특별시
덱스터,206560,"영화, 비디오물, 방송프로그램 제작 및 배급업","시각효과(Visual Effect, VFX)",12/22/2015,12월,김용화,http://www.dexterstudios.com,서울특별시
동신건설,025950,토목 건설업,토목,8/7/1995,12월,"김근한,김동한",,경상북도
디에스티,033430,기타 전문 도매업,몰리브덴 등,5/25/1998,12월,"김윤기, 양성문(각자 대표이사)",http://www.korid.co.kr,경기도
디엠티,134580,통신 및 방송 장비 제조업,셋톱박스,11/26/2013,12월,권영철,http://www.dmt.kr,서울특별시
딜리,131180,컴퓨터 및 주변장치 제조업,디지털 UV 프린터,1/31/2011,12월,최근수,,경기도
레고켐바이오,141080,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,5/10/2013,12월,김용주,http://www.legochembio.com,대전광역시
레드캡투어,038390,여행사 및 기타 여행보조 서비스업,"S/W개발 및 공급, DB개발",2/1/2000,12월,표영수,http://ir.redcaptour.com,서울특별시
레이언스,228850,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",4/11/2016,12월,현정훈,http://www.rayence.com,경기도
리더스코스메틱,016100,기타 화학제품 제조업,화장품,1/15/2003,12월,김진구,http://www.leaderscosmetics.com,서울특별시
매일홀딩스,005990,기타 금융업,유제품,5/14/1999,12월,김정완,http://www.maeil.com,서울특별시
모다이노칩,080420,전자부품 제조업,"ESD필터,칩바리스터",12/6/2005,12월,"박인길, 권오일, 박칠봉(각자 대표이사)",http://www.innochips.co.kr,경기도
모두투어,080160,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",7/26/2005,12월,우종웅,http://www.modetour.co.kr,서울특별시
미동앤씨네마,161570,영상 및 음향기기 제조업,"차량용 블랙박스, 차량운행보조시스템",11/13/2013,12월,진걸(CHEN JIE),http://www.mdncinema.com,서울특별시
미래나노텍,095500,플라스틱제품 제조업,LCDBLU용광학필름,10/1/2007,12월,김철영,,충청북도
바디텍메드,206640,의료용품 및 기타 의약 관련제품 제조업,기업인수합병,12/29/2014,12월,최의열,,강원도
바이넥스,053030,의약품 제조업,"정장제, 소화제",8/7/2001,12월,이혁종,http://www.bi-nex.co.kr,부산광역시
바이오로그디바이스,208710,전자부품 제조업,모바일용 카메라모듈 부품외,12/24/2014,12월,"이재선, 윤형진",http://www.biologdevice.com,경기도
브이원텍,251630,특수 목적용 기계 제조업,LCD/OLED 압흔검사기,7/13/2017,12월,김선중,http://www.v-one.co.kr,경기도
빛샘전자,072950,전자부품 제조업,"전광판용 LED 모듈, LED 전광판, 광접속함체",3/21/2012,12월,강만준,http://www.vissem.com,경기도
삼보모터스,053700,자동차 신품 부품 제조업,증명서 자동발급기,11/6/2001,12월,이재하,http://www.sambomotos.co.kr,대구광역시
삼본정밀전자,111870,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드",11/5/2010,12월,"장준택, 김동윤",http://www.esambon.com,경기도
삼양옵틱스,225190,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈,6/2/2017,12월,황충현,http://www.syopt.co.kr,경상남도
삼일기업공사,002290,건물 건설업,도급공사,11/30/1992,12월,박종웅,http://www.samilenter.com,서울특별시
삼표시멘트,038500,기타 비금속 광물제품 제조업,"시스템통합(SI), 네트워크장비",2/1/2001,12월,최병길,http://www.tycement.co.kr,강원도
삼현철강,017480,1차 철강 제조업,"후판,열연후판,산세판박,무늬강판,용단철강,형강외",1/9/2001,12월,조 윤 선,http://www.samsteel.co.kr,경상남도
샘코,263540,"항공기,우주선 및 부품 제조업",도어시스템,9/15/2017,12월,이창우,http://www.samcokorea.com,경상남도
서연탑메탈,019770,특수 목적용 기계 제조업,자동차금형.건설중장비 부품,6/24/2011,12월,"최원재, 유경내(각자대표이사)",,인천광역시
서울옥션,063170,상품 중개업,미술품경매,7/1/2008,12월,이옥경,,서울특별시
서울제약,018680,의약품 제조업,"정제,연질캅셀제,경질캅셀제,연고 및 크림제 등",8/18/2000,12월,김정호,http://www.seoulpharma.com,충청북도
서한,011370,건물 건설업,"건축, 토목",5/24/1994,12월,조 종 수,http://www.seo-han.co.kr,대구광역시
세종텔레콤,036630,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기,1/4/2000,12월,"김형진, 서종렬(각자대표)",http://www.sejongtelecom.net,서울특별시
셀트리온제약,068760,의약품 제조업,무선인터넷서비스및플랫폼,2/3/2006,12월,서정수,http://www.celltrionph.com,충청북도
소프트센,032680,기계장비 및 관련 물품 도매업,전산기기 및 정보통신공사,7/18/1997,12월,김종인,http://www.softcen.co.kr,서울특별시
스맥,099440,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,5/26/2009,12월,최영섭,http://www.esmec.com,경상남도
신영스팩3호,263770,금융 지원 서비스업,기업인수,4/6/2017,12월,조수봉,,서울특별시
씨아이에스,222080,특수 목적용 기계 제조업,2차전지 제조설비,9/2/2015,12월,김수하,http://www.cisro.co.kr,대구광역시
씨엔플러스,115530,전자부품 제조업,커넥터,11/2/2011,12월,"김영식, 문원식(공동대표)",http://www.icnplus.com,경기도
씨트리,047920,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",12/21/2015,12월,김완주,http://www.c-tri.co.kr,경기도
아미노로직스,074430,기타 전문 도매업,DVR용 영상처리 칩,6/4/2004,12월,"오장석,오성석",http://www.aminologics.co.kr,서울특별시
아바텍,149950,전자부품 제조업,"Glass Slimming & ITO코팅 제품, PDP필터",11/6/2012,12월,박명섭,http://www.avatec.co.kr,대구광역시
아이씨케이,068940,전자부품 제조업,신용카드 및 전자화폐 등,10/19/2010,12월,김남주,http://www.cardnsoft.com,대구광역시
아이원스,114810,특수 목적용 기계 제조업,"반도체 장비 부품 제조 및 세정, LCD 장비 부품 제조",2/7/2013,12월,김 병 기,http://www.iones.co.kr,경기도
아이지스시스템,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)",7/29/2011,12월,윤석원,,경기도
아이텍반도체,119830,"그외 기타 전문, 과학 및 기술 서비스업",비메모리 반도체 테스트,10/26/2010,12월,유남영,http://www.iteksemi.com,경기도
알서포트,131370,소프트웨어 개발 및 공급업,"원격지원,제어 솔루션",1/5/2011,12월,서형수,http://www.rsupport.com,서울특별시
애니젠,196300,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,12/7/2016,12월,김재일,http://www.anygen.com,광주광역시
액토즈소프트,052790,소프트웨어 개발 및 공급업,온라인 게임 및 모바일 게임,8/14/2001,12월,구오하이빈(Guo Haibin),http://www.actoz.com,서울특별시
액트,131400,전자부품 제조업,연성회로기판,12/27/2010,12월,"김성범, 최낙훈(각자대표이사)",,대구광역시
양지사,030960,인쇄 및 인쇄관련 산업,다이어리,10/24/1996,06월,이현,http://www.yangjisa.com,경기도
어보브반도체,102120,반도체 제조업,"반도체,전자제품,마이크로컨트롤라",6/5/2009,12월,최원,http://abov.co.kr,충청북도
에너토크,019990,일반 목적용 기계 제조업,전동액츄에이터,2/1/2006,12월,"김민찬, 장기원",http://www.enertork.com,경기도
에스맥,097780,통신 및 방송 장비 제조업,휴대폰용키모듈,1/23/2008,12월,조경숙,,경기도
에스에이엠티,031330,기계장비 및 관련 물품 도매업,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",5/23/2000,12월,성재생,http://www.isamt.com,서울특별시
에스에프에이,056190,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기",12/18/2001,12월,김영민,http://www.sfa.co.kr,경기도
에스티팜,237690,의약품 제조업,원료의약품,6/23/2016,12월,"임근조, 김경진(각자 대표이사)",http://www.stpharm.co.kr,경기도
에쎈테크,043340,일반 목적용 기계 제조업,LPG밸브,8/29/2000,12월,"조시영,김홍근",http://www.essentech.co.kr,인천광역시
에이치엘비생명과학,067630,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업",11/25/2008,12월,김하용,http://www.hlb-ls.com,경기도
에이텍,045660,컴퓨터 및 주변장치 제조업,,5/24/2001,12월,한가진,http://www.atech.co.kr,경기도
에프엔씨애드컬쳐,063440,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",5/30/2002,12월,안석준,http://www.fncadc.com,경기도
엑셈,205100,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",11/7/2014,12월,조종암,http://www.ex-em.com,서울특별시
엔에스엔,031860,상품 종합 도매업,FLC,1/7/1997,12월,"박충민, 한동윤 공동대표이사",http://www.a-motion.co.kr,서울특별시
엔터메이트,206400,소프트웨어 개발 및 공급업,"웹게임, 모바일게임",12/10/2014,12월,이태현,http://www.entermate.com,서울특별시
연우,115960,플라스틱제품 제조업,화장품 용기,11/2/2015,12월,기중현,http://www.yonwookorea.com,인천광역시
영풍정밀,036560,일반 목적용 기계 제조업,"펌프, 벨브, 공사,주조 등",12/28/1999,12월,"최창규, 조성학",http://www.yppc.co.kr,서울특별시
오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,4/9/2002,12월,"이극래,이동현(각자대표)",http://www.osangjaiel.co.kr,인천광역시
오션브릿지,241790,기타 화학제품 제조업,"반도체 케미칼(HCDS, Ticl4 외), 반도체 장비",12/1/2016,12월,이경주,http://www.oceanbridge.co.kr,경기도
오킨스전자,080580,전자부품 제조업,반도체 검사용 소켓,12/24/2014,12월,전진국,http://www.okins.co.kr,경기도
오텍,067170,기타 금융업,"냉동 및 내장탑차, 앰블란스",11/14/2003,12월,강성희,http://www.autech.co.kr,충청남도
옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",9/19/2007,12월,박혜린,http://www.omnisystem.co.kr,경기도
옵토팩,123010,전자부품 제조업,이미지센서 패키징,7/20/2016,12월,김덕훈,http://www.optopac.com,충청북도
와이지-원,019210,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",8/6/1997,12월,송호근,http://www.yg1.co.kr,인천광역시
와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",11/23/2011,12월,양민석,http://www.ygfamily.com,서울특별시
완리,900180,기타 금융업,외벽타일,6/13/2011,12월,우뤠이비아오,http://www.wanli.co.kr,홍콩
우리넷,115440,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",1/27/2010,12월,김광수,http://www.woori-net.com,경기도
우림기계,101170,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조",4/28/2009,12월,한규석,http://www.woorimgear.co.kr,경상남도
우수AMS,066590,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2/12/2003,12월,전종인,http://woosu.co.kr,경상남도
원익홀딩스,030530,기타 금융업,가스캐비닛,9/24/1996,12월,이재헌,http://www.wonikholdings.kr,경기도
웰크론한텍,076080,특수 목적용 기계 제조업,"에너지절감설비,자동화배합설비,환경설비",7/18/2008,12월,이영규,http://www.welcronhantec.co.kr,경기도
위노바,039790,기타 화학제품 제조업,"전자파장해 대책부품(쉴드폼, 디스펜싱개스켓 등)",7/25/2000,12월,이승호,http://www.winnova.co.kr,경기도
윈팩,097800,반도체 제조업,반도체 패키징 및 테스트,3/7/2013,12월,"이한규, 이민석(각자 대표)",http://www.winpac.co.kr,경기도
유니트론텍,142210,기계장비 및 관련 물품 도매업,"메모리, 비메모리반도체",2/2/2016,12월,남궁선,http://www.unitrontech.com,서울특별시
유성티엔에스,024800,육상 여객 운송업,"운송,C형강,차량정비",12/10/1999,12월,손현곤,http://www.yoosungtns.co.kr,서울특별시
이그잭스,060230,전자부품 제조업,화학제품 및 전자재료,6/25/2002,12월,조근호,http://www.exax.co.kr,대구광역시
이니텍,053350,소프트웨어 개발 및 공급업,정보보안 및 인증솔루션,11/15/2001,12월,장홍식,http://www.initech.com,서울특별시
이매진아시아,036260,"영화, 비디오물, 방송프로그램 제작 및 배급업",연예인 매니지먼트,12/10/1999,12월,심재현,http://www.wellmadestarment.com,서울특별시
이오테크닉스,039030,특수 목적용 기계 제조업,레이저 마커 및 레이저 응용기기,8/24/2000,12월,성규동,http://www.eotechnics.com,경기도
이원컴포텍,088290,자동차 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트,12/1/2009,12월,류일주,http://www.ewonseat.co.kr,충청남도
인텔리안테크,189300,통신 및 방송 장비 제조업,"해상용 위성통신 안테나, 해상용 위성방송 수신안테나",10/18/2016,12월,성상엽,http://www.intelliantech.com,경기도
인프라웨어,041020,소프트웨어 개발 및 공급업,임베디드브라우저(WAP브라우저),10/28/2005,12월,"곽민철, 이해석 (각자대표)",http://www.infraware.co.kr,서울특별시
제노포커스,187420,기초 의약물질 및 생물학적 제제 제조업,산업용 효소,5/29/2015,12월,김의중,http://www.genofocus.com,대전광역시
제이씨현시스템,033320,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드",11/10/1997,12월,"차현배, 차중석",http://www.jchyun.com,서울특별시
제이엔케이히터,126880,일반 목적용 기계 제조업,산업용가열로,1/31/2011,12월,김방희,http://www.jnkheaters.co.kr,서울특별시
조광ILI,044060,일반 목적용 기계 제조업,"안전밸브,스팀트랩",1/18/2001,12월,임만수,http://www.jokwang.co.kr,경상남도
주성엔지니어링,036930,특수 목적용 기계 제조업,LP CVD,12/24/1999,12월,황철주,http://www.jseng.com,경기도
중앙에너비스,000440,기타 전문 도매업,석유류도소매,3/24/1993,12월,"한상열, 한상은 (각자 대표이사)",http://www.enervis.co.kr,서울특별시
