"order_id","products"
3082015,"None"
3082102,"698 1039 8021 12069 15029 15399 18370 19250 23516 24852 26128 32052 32923 33000 33352 38838 41170 43295 43421 45309 46459 48523"
3082106,"4920 24852 47209"
3082131,"None"
3082148,"12069 26165 30442"
3082273,"None"
3082340,"329 4605 20899 22035 24852"
3082407,"4472"
3082443,"5068 30827 33768"
3082494,"None"
3082597,"13176 13629 37646 46906 47209 48186"
3082600,"9839 11520 25332 41212 47209"
3082706,"None"
3082788,"432 10473 19348 39581 47815"
3082857,"287 10350 16489 16696"
3082878,"None"
3082996,"1503 3957 5077 8274 8501 17902 21053 27966 28427 33401 35168 41665 48004"
3083005,"24744"
3083011,"None"
3083034,"18838"
3083162,"3265 21903"
3083221,"None"
3083228,"8571 19691 21137"
3083293,"None"
3083307,"21903 21927 35951"
3083309,"1940 9387 24852"
3083327,"19691"
3083328,"None"
3083376,"24852 41950 47766"
3083444,"13080"
3083483,"None"
3083485,"None"
3083502,"40571"
3083559,"None"
3083568,"14233 32566"
3083590,"47878"
3083654,"8048 13575 20940"
3083658,"45603"
3083802,"17926 29928 33452 42049"
3083898,"17615"
3084019,"8153"
3084032,"13027 24852"
3084033,"None"
3084071,"None"
3084093,"7413 24852"
3084094,"25931"
3084168,"10957 18166 21137 39276 39761 44441 48527"
3084266,"13176 46149"
3084276,"7715 10070 13176 21137"
3084329,"None"
3084364,"None"
3084389,"43352"
3084432,"None"
3084440,"12206 32828 41593"
3084453,"None"
3084467,"21903"
3084498,"None"
3084500,"47156"
3084540,"None"
3084565,"None"
3084623,"36011"
3084650,"24852 48095"
3084716,"13176"
3084734,"38444"
3084779,"None"
3084808,"14034 48004"
3084882,"26348"
3084905,"5212 18883 35951 37067"
3084944,"44815"
3085054,"None"
3085056,"None"
3085094,"40120"
3085105,"1744"
3085122,"13176"
3085180,"5385 27845"
3085206,"9358 21386"
3085249,"None"
3085253,"4605 12980 21137 38739"
3085395,"None"
3085417,"47877"
3085421,"None"
3085435,"None"
3085448,"None"
3085454,"16797"
3085462,"None"
3085476,"13646 21387"
3085535,"21137"
3085548,"42941"
3085555,"24852"
3085577,"5025 5077 5450 19003 27104 40310"
3085620,"None"
3085673,"8277"
3085718,"None"
3085777,"12099 13176 26604 27429 29447 45007 47766"
3085825,"13176 27845 35921 43394"
3085894,"4163 5514 13147 13176 21506 24024 26131 37687 48395"
3085910,"5479 13176 33198 37022 39332"
3085914,"43734"
3085923,"26165"
3085933,"10998 13176"
3085942,"None"
3085944,"7344 8859 12206"
3086028,"26620 45416"
3086042,"16714 38928 43154"
3086070,"39877"
3086112,"13176 46069"
3086131,"None"
3086137,"24852 45061"
3086160,"8518 13997 37065"
3086195,"None"
3086201,"8859"
3086246,"None"
3086248,"None"
3086356,"32689 38739"
3086380,"19348 22124 24852 42504"
3086391,"6104 13176"
3086489,"13176 21137 24024 30776"
3086513,"27845"
3086543,"25 14133"
3086915,"None"
3086930,"8859"
3086938,"None"
3086987,"432 2015 4595 43928"
3087056,"5115 5451 7781 8277 13176 15290 17600 18523 19256 25824 26940 27392 27845 27966 34448 44560"
3087180,"13176"
3087219,"9175 22454 42240 46107"
3087329,"27985"
3087471,"13176 21137 47546"
3087473,"None"
3087520,"4920 14084 14218 30489 37687 39475 40545 43961 46778 46990 47766 49683"
3087524,"13575"
3087549,"13176 39275"
3087555,"None"
3087600,"None"
3087622,"37067"
3087694,"None"
3087751,"19691 36606"
3087771,"14540"
3087784,"13176 21616"
3087849,"24852"
3087877,"None"
3087928,"2362 4268 5785 7381 12312 20392 24852 26165 33592 41007 46906"
3087955,"None"
3088034,"None"
3088050,"21616 24852"
3088055,"24891"
3088115,"2103 4210 8204 9411 15801 17341 17615 19080 23296 33791 40516 44475"
3088164,"None"
3088175,"43352"
3088207,"2825 3397 13766 21405 27845 28476 30776 40604 44698 47766"
3088256,"27966"
3088314,"None"
3088337,"None"
3088338,"21454"
3088359,"None"
3088372,"1649 24852 28204 41453"
3088373,"None"
3088404,"30169 47231"
3088426,"None"
3088549,"12508"
3088637,"13176"
3088665,"32455"
3088668,"None"
3088710,"None"
3088757,"5785 33000 33198"
3088760,"29373"
3088781,"None"
3088807,"None"
3088826,"None"
3088864,"None"
3088878,"8424 24852 27086 28156 39619 40233 40593 42768 45007 48364 49401"
3088904,"None"
3088914,"24852"
3088918,"23594"
3088977,"2295 14218 16715 16797 21903 23909 24852 31343 42828 47766"
3088979,"None"
3089033,"23044 24852 28204 43772"
3089068,"546 24852"
3089174,"None"
3089213,"2573 2763 6343 13176 19816 23044 29112 35004 42507 42701 48171"
3089221,"None"
3089443,"4210"
3089460,"38275"
3089508,"None"
3089511,"3631 8174 13176 22035 22825 37646 44765"
3089526,"5450 8277 11777 28156 30233 35072 40541 43295 47873"
3089546,"11520"
3089561,"13176"
3089630,"10749 16349 18465 22825 39877"
3089650,"24852"
3089705,"21137 29117 47209"
3089749,"None"
3089765,"None"
3089773,"None"
3089951,"None"
3090056,"20842 47626"
3090187,"None"
3090206,"4957 18523 40571"
3090211,"3066 4357 5077 5132 5479 13176 16154 21019 26915 27966 35221 41665 43394 47209 47912"
3090226,"3765 16349 30305 32624 39059"
3090265,"13176 24838"
3090271,"1689 19821"
3090293,"None"
3090320,"13176 26384 47280"
3090410,"None"
3090455,"12644 19057 21137 34668"
3090513,"2051 47144"
3090610,"13176 27845"
3090619,"27845"
3090725,"5450"
3090768,"None"
3090802,"33589 47209"
3090904,"None"
3090914,"8277 11520 13176 24838 27966 30252 31371 31635 35628 38689 42342 42383 46969 47209"
3090963,"8571 32403"
3090990,"1940"
3091015,"None"
3091052,"10132 13176 47888"
3091068,"6447 19057 32293"
3091078,"23288 44632"
3091081,"24852 44632"
3091131,"None"
3091189,"None"
3091264,"None"
3091279,"None"
3091285,"None"
3091396,"14947"
3091548,"None"
3091672,"13176"
3091708,"10369 11741 27554 28985"
3091749,"6052 38944"
3091812,"None"
3091852,"None"
3091883,"28576 35221"
3092029,"None"
3092099,"None"
3092113,"5171 19488 45158"
3092134,"None"
3092154,"33230"
3092264,"None"
3092283,"10957"
3092293,"13176 26104 46802"
3092363,"None"
3092379,"5025 8175 20114 34449 38797 44142"
3092452,"24799 40104"
3092482,"None"
3092483,"13176"
3092517,"13176"
3092532,"None"
3092682,"19660 21553 21603"
3092706,"24852"
3092870,"None"
3092871,"None"
3092998,"None"
3093041,"13176 17560 18765 21903 36397 39275 39972 42342"
3093061,"None"
3093110,"15996 28443"
3093168,"None"
3093178,"None"
3093330,"None"
3093338,"22959"
3093375,"2390 14999 29848 33129 45951"
3093388,"None"
3093391,"33198"
3093399,"None"
3093406,"None"
3093463,"24852"
3093504,"None"
3093590,"None"
3093591,"None"
3093644,"15541"
3093702,"None"
3093722,"1640"
3093891,"33754"
3093912,"35914"
3093919,"44245 47877"
3094000,"24852"
3094072,"None"
3094139,"None"
3094208,"27269 40687"
3094225,"None"
3094237,"39276"
3094284,"3957 11784 27737 47209"
3094391,"432 3599 7781 10814 11512 11520 13819 15399 24489 27522 28745 34270 47196"
3094483,"14010"
3094588,"49683"
3094618,"10473 39581"
3094655,"None"
3094695,"47766"
3094859,"None"
3094940,"None"
3094944,"235 8204 8800 18019 22699 24852 26139 28647 33956"
3094978,"None"
3095063,"27845"
3095100,"None"
3095116,"3318 4210 7815 14897 20817 46639"
3095167,"21616"
3095218,"None"
3095233,"None"
3095256,"28699"
3095289,"None"
3095336,"None"
3095361,"None"
3095382,"None"
3095410,"None"
3095486,"40576"
3095521,"None"
3095548,"None"
3095581,"13176 14715"
3095638,"4813 5194 6615 7948 11520 13176 14466 21344 24010 47119 48486"
3095646,"None"
3095668,"1713 2732 9203"
3095756,"11020 14010 16398 17461 24852 26209 26604 27845 27966 33768 47766"
3095772,"9076 24852 31981 39408 44799"
3095860,"None"
3095865,"5206"
3095958,"6317"
3096005,"33401 35951 41787 46990"
3096028,"3732 5450 7828 18218 23734 23909 32115 44042 47397"
3096045,"None"
3096061,"5258"
3096091,"5422 8852 28441 31382 39861 43973"
3096174,"None"
3096182,"2164 17341 34217"
3096276,"33754 38988"
3096313,"None"
3096385,"24852 36011"
3096435,"15984 19660 35951 48220"
3096441,"None"
3096513,"None"
3096516,"8413 35750 49520"
3096548,"3957 12456"
3096551,"46516"
3096573,"41722 42231"
3096597,"18109 24385 28204 36550"
3096609,"None"
3096611,"33198"
3096624,"None"
3096695,"20463"
3096715,"1463 5077 10768 25197 27086"
3096775,"None"
3096776,"None"
3096812,"31683 36301"
3097045,"None"
3097084,"None"
3097087,"1463 5077 11585 20178 28985 46252 49374"
3097170,"14084 43394"
3097198,"None"
3097249,"None"
3097250,"None"
3097282,"None"
3097303,"12341 19691 20940"
3097340,"16797"
3097416,"36624"
3097427,"13176 26165"
3097492,"46149"
3097547,"27429"
3097665,"196"
3097704,"1463 5020 17835 27086 34262"
3097718,"13292 27817"
3097764,"None"
3097777,"5613 15650 21131 24658 24703 29628 30108 43456"
3097814,"None"
3097844,"10342 40777 42445"
3097909,"29600"
3097928,"24852"
3097958,"7806 13702 24852 31257 40706 40709 49211"
3097974,"None"
3097979,"23760"
3098012,"14084 30442 47766"
3098026,"None"
3098063,"None"
3098217,"42736"
3098224,"None"
3098248,"1712 4332 4957 6489 7503 17080 24759 27117 29836 30750 31215 33462 33787 34448 35221 40198 40571 40709 41553 41692 44632 46886 49235 49566"
3098327,"None"
3098335,"31634"
3098374,"None"
3098435,"None"
3098444,"14947 33911"
3098503,"10840 17335 17769 38511 38817 38941 39327 39581"
3098529,"19057 25138"
3098538,"None"
3098592,"None"
3098637,"None"
3098639,"44799"
3098649,"None"
3098686,"24852"
3098698,"None"
3098708,"651 15164 34551"
3098877,"1408 18926 19604 21019 21288"
3098897,"None"
3098929,"14852 27323"
3099060,"None"
3099099,"24852 24964 26209 31717 47144"
3099153,"889 18725 21447 23909"
3099216,"28427"
3099255,"None"
3099304,"None"
3099381,"13176 45603"
3099392,"None"
3099422,"None"
3099434,"13176 21903 35951 45840"
3099458,"None"
3099545,"47144"
3099547,"None"
3099552,"None"
3099585,"8277"
3099618,"13351 24852 42193 46868"
3099645,"17774 17862"
3099682,"None"
3099684,"None"
3099725,"None"
3099813,"44177 47144"
3099825,"None"
3099835,"None"
3099838,"None"
3099843,"13176 23383 32981 36127 46584"
3099915,"26604"
3099922,"None"
3099958,"None"
3100025,"None"
3100057,"None"
3100099,"2368 28920"
3100136,"13176 17794"
3100237,"3298 6631 19055 27435 28204 29363 31981 34358 45116"
3100266,"13176 47144"
3100289,"None"
3100416,"19660"
3100473,"2078 13083 39984"
3100564,"21137 24852 37646"
3100605,"36216"
3100742,"None"
3100777,"16797 24852 49517"
3100792,"None"
3100901,"9387 24852 47759"
3100922,"None"
3100934,"None"
3101004,"1729 16797"
3101008,"None"
3101059,"None"
3101142,"35221 36956 38024 39361 43734"
3101185,"None"
3101190,"12606 45066"
3101227,"None"
3101245,"15424"
3101307,"13237 28987"
3101417,"None"
3101436,"None"
3101493,"None"
3101543,"14917 15902 24177 27730"
3101544,"None"
3101545,"None"
3101574,"17825 25706 49235"
3101635,"None"
3101643,"None"
3101668,"None"
3101725,"None"
3101753,"8048"
3101779,"None"
3101835,"6184 31651 47402"
3101837,"5450 15079 15386 20114 21903 26209 27086 35163 36847 38383 43352 45007 47626"
3101860,"None"
3101879,"None"
3101902,"None"
3101923,"23748 45240"
3101991,"4210"
3102003,"8397"
3102006,"17795 18670 19019 21405 26604 32757 37646 44422 49683"
3102096,"None"
3102102,"None"
3102121,"None"
3102165,"None"
3102217,"9020"
3102222,"46616"
3102231,"None"
3102297,"1979 19354 19488 24184 24852 44142 45116"
3102332,"None"
3102374,"None"
3102410,"13176 27845"
3102453,"24954"
3102496,"None"
3102548,"24852 27147 36664 37040"
3102557,"22309"
3102585,"6347 19660 41177"
3102669,"None"
3102741,"1621 10121 45066"
3102834,"5578 24852 31717 34262"
3102908,"23909"
3103186,"4920 12817 13077 24852 47357"
3103235,"44632"
3103269,"2078 10724 12023 13045 15995 19660 30923 34044 36192"
3103348,"14999 20463"
3103502,"39180"
3103507,"41289"
3103516,"8174 13176"
3103563,"13176"
3103579,"21267"
3103597,"None"
3103610,"None"
3103639,"None"
3103763,"4957 17316 20114 24852 28842 40332"
3103779,"23447"
3103790,"21709 27845 28204 45504"
3103820,"37524"
3103865,"None"
3103951,"8758 11538 13176 19660 19820 31717 34126 39877 40516 47209"
3103975,"47209"
3103976,"None"
3104043,"11143 31964 36011 38241"
3104046,"None"
3104077,"None"
3104113,"25890 38689"
3104131,"17579 18811 24852 25890 33125 34050 40706 46979"
3104156,"None"
3104204,"10360"
3104234,"22240"
3104286,"3696 10957 16696 22123 22788 32331 39276 42056"
3104292,"7925 44632"
3104300,"None"
3104324,"None"
3104418,"29798 30385 32973 46166"
3104445,"6631 15872 33234"
3104520,"None"
3104578,"None"
3104612,"None"
3104622,"None"
3104645,"8859 21709 33198"
3104654,"13166"
3104685,"24852"
3104701,"None"
3104809,"None"
3104976,"22809"
3105023,"None"
3105069,"None"
3105093,"None"
3105103,"None"
3105115,"None"
3105162,"None"
3105188,"None"
3105225,"None"
3105284,"None"
3105393,"47209"
3105401,"None"
3105407,"2120 6878"
3105447,"43739"
3105527,"None"
3105561,"13646 21137 49235"
3105720,"14947 18670"
3105793,"16797 29852 31233 33232 38293 41534 47766"
3105822,"196 8048"
3105832,"27521 35946"
3105854,"2716 13176 26604 27966 30489 47029 47900"
3105897,"47209"
3105898,"22825 36070"
3105903,"21709 26620 40174 47766"
3105926,"48642"
3105997,"1158 5785 8277 12341 27966 35951 49664"
3106032,"3896 4451 15285 24852 45603"
3106147,"26209 30233"
3106223,"None"
3106257,"27325"
3106314,"16797 23710 24852 41475 45504 49683"
3106338,"10326"
3106405,"37067"
3106481,"15462"
3106586,"21267 27966 34448 43122 43768"
3106603,"4799 13629 25832"
3106617,"12341"
3106632,"1511 10603 22825"
3106671,"None"
3106679,"6182 13176 26165"
3106695,"None"
3106724,"None"
3106746,"47141"
3106798,"None"
3106840,"None"
3106856,"5782 13237 20334"
3106899,"None"
3106959,"26165"
3107036,"14992 47626"
3107102,"19348 33387 41774"
3107142,"24852"
3107200,"None"
3107213,"None"
3107220,"4297 11543 14715 17758 21704 23291 24852 47585 49247"
3107353,"None"
3107363,"None"
3107443,"15153 25890 27841 40897 44085 44142"
3107479,"17461 47766"
3107486,"23315 35470"
3107493,"None"
3107553,"None"
3107564,"None"
3107711,"8277 28058"
3107744,"24852"
3107747,"21137 22888 31683 34466"
3107774,"21616 21903 24964 33731 47626"
3107830,"5535"
3107915,"32403"
3107929,"None"
3107956,"None"
3107981,"19660"
3108004,"None"
3108009,"5428 8025 14447 16965 17878 19366 20082 22035 24799 27086"
3108024,"13176"
3108100,"24852"
3108110,"None"
3108125,"24852"
3108191,"4962 17630 20082 24852 37718 38544"
3108199,"None"
3108266,"33572"
3108276,"None"
3108310,"None"
3108422,"None"
3108691,"46654"
3108749,"24852 47766"
3108768,"19660 31477 37464"
3108798,"432 6651 9390 46802"
3108843,"None"
3108901,"329 13176"
3108930,"None"
3109055,"21709 27086 35221"
3109092,"None"
3109125,"4210 11520 24852"
3109135,"None"
3109156,"10957"
3109195,"None"
3109295,"11520 27573"
3109317,"None"
3109456,"5884 9387 24852 40255"
3109517,"6184"
3109590,"None"
3109691,"None"
3109697,"7781 26165 27845 39928 46886"
3109792,"None"
3109812,"None"
3109829,"3896 13113 19173 22677 28593 35503"
3109847,"None"
3109895,"None"
3109902,"5785"
3109960,"31717"
3110010,"41149"
3110071,"19660 21195"
3110092,"13176"
3110162,"None"
3110199,"3957 47766"
3110200,"21953"
3110231,"13176"
3110286,"None"
3110290,"13176"
3110353,"890 1981 21137 26629 28986 33716 47209"
3110371,"24184 24852"
3110398,"24024 26346 27845"
3110476,"5479 26604 42495 45570"
3110480,"2716 22255 24852 40174"
3110507,"13249 24852 25199 27086 37687 43221"
3110518,"24852 44632 45066 47766"
3110523,"None"
3110534,"26165"
3110557,"21903 26384 40723 44449 47766"
3110585,"17207"
3110586,"35507"
3110689,"10957 16647 49520"
3110698,"43662 47626"
3110756,"23020"
3110776,"None"
3110799,"7963 11454 13176 16083 19057 20899 27705 44479"
3110816,"None"
3110824,"4920 21367 26604 28790 35168 44632"
3110858,"25670"
3110872,"None"
3110899,"None"
3110904,"None"
3110909,"5884 12919 24852 34300 42743 47977"
3110966,"3599"
3110985,"13740"
3111134,"13176 22298 49235"
3111138,"24852"
3111150,"None"
3111163,"130 2855 11266 20518 20796 26914 37710 37919 38775 38928 39657 45051"
3111176,"38689"
3111203,"None"
3111219,"None"
3111226,"3458"
3111264,"2524 4493 9225 14505 20435 21884 22782 24852 27395 31437 32102 32175 40336 40510 43886"
3111267,"24852"
3111274,"24852"
3111283,"6104 6182 19660"
3111294,"18272 40852"
3111316,"None"
3111328,"5077 32915 34160"
3111340,"8048 12341 38768"
3111365,"3397 7264 10246 13457 16398 19660 21938 35503 35921 37067 40706 49683"
3111374,"None"
3111414,"None"
3111427,"4269"
3111443,"None"
3111566,"None"
3111717,"18523 24041"
3111719,"13176"
3111778,"22115"
3111818,"43631"
3111987,"20888"
3112075,"8277 9359 9839 18465 25890 34969 36865 47209"
3112177,"5785 29118"
3112221,"None"
3112323,"None"
3112337,"None"
3112459,"10473"
3112466,"None"
3112593,"None"
3112694,"None"
3112894,"21709 26620 30353 35221 44632 49191 49520"
3112907,"None"
3112920,"None"
3112929,"3957 6069 10172 12144 15683 28309 30135"
3113012,"None"
3113088,"40332 44098"
3113244,"None"
3113273,"None"
3113490,"None"
3113492,"16797 18023"
3113506,"12513 24852 28836 32403 38739 44368 45596"
3113575,"27086 27104"
3113656,"21903 24852 42585"
3113744,"17461 28289 34224 42309"
3113835,"24852"
3113884,"None"
3113919,"24852"
3114130,"None"
3114216,"16797 23794 48679"
3114281,"43352"
3114296,"None"
3114359,"24852"
3114383,"6287"
3114448,"None"
3114451,"None"
3114552,"None"
3114589,"11422 15872 21938 38739 47144 47626 49683"
3114622,"4210 16607 24852 29487 33232"
3114630,"None"
3114717,"17795 38739 39180 41844 44560"
3114835,"None"
3114837,"None"
3114843,"32099 47626"
3114853,"12333 43974"
3114862,"None"
3114866,"31720 32655 42445"
3114886,"None"
3114912,"8424 21267"
3114958,"33120"
3114980,"41165"
3115007,"24852 47766"
3115008,"4793"
3115031,"None"
3115068,"21137 21903 27845"
3115084,"None"
3115097,"5450 21137 27966 29447 33000"
3115174,"None"
3115260,"None"
3115265,"None"
3115322,"17231 39303"
3115450,"44843"
3115469,"None"
3115517,"None"
3115551,"196"
3115577,"42244"
3115602,"None"
3115624,"6046 8467 19660 21903 36389 40706 46979"
3115674,"23407"
3115689,"8736 19436 28204 29127"
3115854,"None"
3115929,"24852"
3116056,"36857 38311 42719"
3116093,"13259 14715"
3116150,"4920 24852 29750 37940 38164"
3116208,"10467"
3116272,"None"
3116277,"5077 22289 23909 26318"
3116403,"None"
3116423,"23645 45064 48086"
3116445,"3957 30391 44359"
3116474,"5479 24195 35221"
3116531,"None"
3116538,"32838"
3116546,"29447"
3116576,"None"
3116687,"23405 30251 34355 37980 42895"
3116717,"None"
3116720,"31382"
3116733,"None"
3116780,"5785 24852"
3116787,"None"
3116968,"780 5025 5785 6774 24852"
3116980,"26209"
3117021,"None"
3117023,"2091 4367 34335"
3117173,"19660"
3117237,"None"
3117268,"None"
3117285,"6201"
3117443,"None"
3117516,"12745"
3117594,"None"
3117612,"None"
3117650,"21903"
3117675,"4210 24852 26790"
3117688,"5479 33198 37288"
3117779,"30668 34358"
3117803,"26634"
3117817,"4085 19660"
3117887,"None"
3117894,"13176 14084 21903 26315"
3117927,"12440 14992 16797 21616 25146 26790 26915 27344 27966 29898 40396 45570 47626"
3117936,"35649"
3117983,"7563 7781 9550 19677 26620 35221 43662"
3118092,"6218 26209 26940 39275"
3118164,"None"
3118273,"16020 24852"
3118387,"13176 16168"
3118452,"1244 21616"
3118474,"None"
3118482,"4294 8580 21137 23879 33402 44375"
3118550,"None"
3118658,"4920 5785 13176 24838 39877 46906"
3118660,"4006 27845 33572"
3118670,"None"
3118696,"6184 12341 13176 17122 22802 23288 41276"
3118872,"21903 47766"
3118884,"24852 33037"
3118895,"8277"
3118908,"None"
3118929,"None"
3118941,"5488 12218 28710 36929 40348"
3118970,"1117 28985 34214"
3119050,"34050"
3119122,"8424"
3119158,"None"
3119163,"23375 31717 36854 37935 45007"
3119170,"45123"
3119191,"34137"
3119200,"None"
3119243,"25304 27361 31501 32433"
3119277,"None"
3119303,"None"
3119328,"None"
3119510,"None"
3119615,"18627 24852 41805 42513 47766"
3119674,"2876 7485 7781 8193 12238 23734 38966 42265 49235"
3119679,"13176"
3119766,"25890"
3119894,"None"
3119911,"None"
3119929,"3957"
3119963,"None"
3120049,"7585"
3120177,"1240 13166 14947 27966 32655"
3120224,"None"
3120270,"None"
3120275,"43014"
3120293,"None"
3120380,"None"
3120396,"31504"
3120411,"None"
3120510,"None"
3120517,"1890 24838"
3120554,"None"
3120581,"17872 19511 19660 32747"
3120619,"14233"
3120630,"3248 30489 35221"
3120637,"None"
3120646,"9825 17794"
3120775,"None"
3120787,"40706"
3120795,"None"
3120836,"17458 22282 47931"
3121005,"24852"
3121018,"None"
3121036,"46149"
3121095,"None"
3121109,"6383 34640"
3121185,"5918 7301 16234"
3121263,"24852"
3121280,"None"
3121309,"None"
3121348,"None"
3121370,"None"
3121372,"None"
3121526,"5479 19660"
3121588,"24838 42450"
3121604,"None"
3121636,"1069 23909"
3121681,"13176 30776"
3121728,"None"
3121759,"None"
3121782,"21137 24852"
3121787,"None"
3121815,"38928"
3121830,"None"
3121979,"None"
3121993,"20580 24373 24852 34942 45645"
3122115,"None"
3122137,"31945"
3122166,"None"
3122238,"None"
3122285,"40709 47209"
3122380,"6948 13176"
3122387,"22959 38200 38506"
3122426,"None"
3122449,"None"
3122459,"13176"
3122595,"None"
3122597,"None"
3122601,"9505 13176 17122 18465 33642 45007"
3122675,"7925 15820 32753 39464 42598 44792"
3122779,"28058 49610"
3122866,"13176 37718"
3122922,"None"
3122954,"None"
3122980,"2269 13176 15902 21137 22176 22993 25718 42265 43295 44632 47209"
3123010,"None"
3123047,"24852 43209"
3123060,"None"
3123078,"2344 2846 12975 21137 21405 24852"
3123080,"432 2966 24852 27966 39190"
3123081,"27845"
3123103,"4562 16797 24852 27086 40571"
3123200,"8228 24852"
3123207,"27179 38028"
3123220,"None"
3123244,"None"
3123264,"5785 6740 9839 13176 16797 17915 30774 32655 33731 42445 47626"
3123279,"24852"
3123351,"None"
3123371,"10132 14084 21137 35921 47156"
3123398,"17720 24852 26047 27966"
3123402,"4149 12341 21903 33768"
3123406,"None"
3123420,"None"
3123458,"41488"
3123461,"None"
3123560,"42537 48435"
3123591,"1463 21616 21903 24852 26047 27344 27662 37687 41806 43654 47209"
3123605,"5597 24852 27985"
3123622,"45613"
3123700,"44632"
3123735,"None"
3123744,"None"
3123814,"47209"
3123817,"38275"
3123872,"13176 21903 30391 35921 37646 46969 47209"
3123882,"None"
3123936,"13062 28553"
3123978,"23044"
3124010,"9076 9421 30776 43352"
3124075,"5015 18070 45113"
3124079,"None"
3124207,"26384"
3124231,"None"
3124410,"21903 23909 27695 32403"
3124558,"None"
3124589,"None"
3124749,"23909"
3124775,"None"
3124813,"196"
3124913,"26604 43352"
3124925,"None"
3124949,"None"
3124961,"9934 13176 29191 38689 43988"
3125026,"29447 32655"
3125100,"None"
3125102,"7381"
3125137,"None"
3125144,"None"
3125223,"6532 39180 45066"
3125241,"6962 27521"
3125416,"27521"
3125441,"23909 24852 44799"
3125469,"None"
3125534,"10695 23909"
3125557,"None"
3125586,"None"
3125649,"None"
3125669,"21288 43352"
3125829,"8277"
3125832,"None"
3126005,"None"
3126010,"None"
3126043,"13176"
3126113,"None"
3126152,"39877"
3126204,"13176 18465 21137 40174"
3126265,"7131"
3126266,"19057"
3126314,"28985"
3126315,"7371 24852 27086 36011"
3126333,"13176"
3126416,"None"
3126458,"43295"
3126474,"None"
3126705,"None"
3126789,"8516 9405 16965 36216"
3126796,"None"
3126909,"44632 47766"
3126921,"None"
3126939,"7781 13176 24186"
3126950,"27845"
3126988,"None"
3127124,"None"
3127134,"None"
3127190,"None"
3127202,"8518 47209"
3127290,"24852 25804 29615"
3127298,"None"
3127314,"1940 2876 6052 12606"
3127317,"13196"
3127331,"26604"
3127370,"2763"
3127421,"196 3298 46149"
3127429,"8277"
3127479,"None"
3127489,"35547 48835"
3127575,"None"
3127605,"None"
3127682,"25435 45504"
3127700,"None"
3127702,"5479 13885 24231 28156 37687"
3127835,"5077"
3127878,"13176"
3127900,"24852 26899 39275 47766"
3128042,"47766"
3128051,"12756 31231"
3128057,"None"
3128201,"8803 11365 21292"
3128237,"None"
3128290,"None"
3128363,"None"
3128372,"24852"
3128375,"11777 24852"
3128514,"None"
3128537,"None"
3128602,"None"
3128663,"None"
3128703,"13176 24184"
3128716,"None"
3128774,"None"
3128925,"14952 27045"
3128941,"5025 19619 20877 24852 37065 44142"
3128995,"9825 21137 24852 28289 47766"
3129002,"None"
3129033,"None"
3129058,"12384"
3129232,"None"
3129309,"None"
3129359,"3298 14464 34796 40946"
3129465,"22823 24852 27796 28784 32211 42475"
3129557,"None"
3129567,"37067 45254"
3129586,"19156 24852"
3129605,"None"
3129691,"13176 21137"
3129724,"None"
3129752,"9517 11520 41658 43122"
3129808,"19816 34243 42992"
3129845,"None"
3129850,"13176"
3129858,"None"
3129866,"5456 23543 42342 45246 46676"
3129869,"None"
3129892,"None"
3129906,"4920 12572 39877"
3130126,"None"
3130193,"None"
3130224,"21885 26949 33198 47672"
3130227,"4472 7658 15399 23094 27344"
3130233,"None"
3130304,"5612 7533 18523 24852 33754 44156"
3130367,"None"
3130376,"26604"
3130427,"None"
3130491,"24852 45190"
3130496,"8859 42710"
3130521,"13176 21903 27845 42828"
3130529,"1940"
3130547,"42500"
3130563,"12 649"
3130659,"4210 23909"
3130660,"None"
3130663,"44632"
3130682,"None"
3130783,"35914"
3130800,"24852"
3130846,"28427 37250 40376"
3130852,"None"
3130869,"None"
3130876,"27325"
3131023,"6069 16906 17224 19846 22600 33716 38656 39800 43171 43814"
3131039,"16254 18918 21137 22825 24221 26768 27966 28286 33120 37646 40311 44560 45570"
3131069,"None"
3131099,"38480"
3131143,"None"
3131228,"None"
3131268,"None"
3131340,"None"
3131364,"None"
3131470,"None"
3131487,"1940 21903 24852 37646"
3131497,"1940 25466 25985 26604 35548 43352 45035 47058"
3131527,"18109"
3131555,"44632"
3131637,"None"
3131651,"None"
3131736,"None"
3131772,"None"
3131794,"None"
3131801,"21137"
3131818,"None"
3131833,"11520 13176 28985"
3131838,"None"
3131870,"4006 7781 8732 15070 16797 21709 24852 27690 30696 31410 36307 37158 47144 47357 47867"
3131889,"None"
3131909,"19660"
3131954,"2295 4799 21903 29487 29675 30489 40706 42244 45007 46979 47626"
3131985,"13176 21903 27156 28934 40545"
3132005,"None"
3132035,"None"
3132096,"17877 20159"
3132103,"None"
3132191,"13176 18523 36011"
3132259,"21903 24852 27737 27966 36397 41950 42944 47209"
3132361,"24363 28204"
3132413,"13176 19173 31562 45066 47209"
3132587,"8038 10867"
3132612,"23909"
3132687,"19173 27966"
3132853,"5782 24852"
3132982,"11090 27511 28156 33198 39276"
3133321,"24852"
3133353,"None"
3133491,"22556 38275"
3133551,"None"
3133615,"None"
3133629,"None"
3133689,"13176 27845"
3133911,"20082"
3134015,"13176 33120 37687"
3134024,"None"
3134039,"None"
3134080,"13176"
3134126,"26209"
3134227,"8153 10084 19348 23296 30850 49587"
3134232,"None"
3134331,"24852"
3134346,"None"
3134409,"21903 28934 47766"
